model,dataset,definition,outcome,scope,n_seeds,n_problems,numerator_count,denominator_count,estimate,binomial_wilson95_lower,binomial_wilson95_upper,cluster_ci95_lower,cluster_ci95_upper
qwen,math,first_chain_wrong,repair_tie_lower,leave_out:271828,2,400,16.0,68.0,0.23529411764705882,0.1503449102029579,0.34855167971943235,0.125,0.3611111111111111
qwen,math,first_chain_wrong,repair_tie_upper,all_seeds,3,400,24.0,99.0,0.24242424242424243,0.1686628935812074,0.3354281550597947,0.14285714285714285,0.36363636363636365
qwen,math,first_chain_wrong,repair_tie_upper,leave_out:42,2,400,15.0,64.0,0.234375,0.1474989559392414,0.3513325758256864,0.11938401214267647,0.37098842018196826
qwen,math,first_chain_wrong,repair_tie_upper,leave_out:314159,2,400,16.0,66.0,0.24242424242424243,0.15509184941772047,0.3580912860134978,0.136986301369863,0.3684412955465584
qwen,math,first_chain_wrong,repair_tie_upper,leave_out:271828,2,400,17.0,68.0,0.25,0.16235013970552145,0.3643855285545138,0.13792025862068966,0.3787878787878788
llama,all,unconditional,base_plurality_accuracy,all_seeds,3,800,1841.0,2400.0,0.7670833333333333,0.7497538536741281,0.7835591879558882,0.7391666666666667,0.79375
llama,all,unconditional,base_plurality_accuracy,leave_out:42,2,800,1233.0,1600.0,0.770625,0.7493905544869954,0.7905630645176975,0.7425,0.7975
llama,all,unconditional,base_plurality_accuracy,leave_out:314159,2,800,1226.0,1600.0,0.76625,0.7448901686828048,0.7863344079823203,0.7375,0.79375
llama,all,unconditional,base_plurality_accuracy,leave_out:271828,2,800,1223.0,1600.0,0.764375,0.7429623775990611,0.7845211809205351,0.73625,0.791875
llama,all,unconditional,extended_plurality_accuracy,all_seeds,3,800,1858.0,2400.0,0.7741666666666667,0.7570077913241736,0.7904492779309756,0.7466666666666666,0.8004166666666666
llama,all,unconditional,extended_plurality_accuracy,leave_out:42,2,800,1243.0,1600.0,0.776875,0.7558251385905878,0.7965985408992021,0.749359375,0.80375
llama,all,unconditional,extended_plurality_accuracy,leave_out:314159,2,800,1236.0,1600.0,0.7725,0.7513202485741721,0.7923743885760499,0.744375,0.799375
llama,all,unconditional,extended_plurality_accuracy,leave_out:271828,2,800,1237.0,1600.0,0.773125,0.7519636089226035,0.792978034276128,0.745,0.8
llama,all,unconditional,base_pass_at_1,all_seeds,3,800,1614.875,2400.0,0.6728645833333333,,,0.6463515625,0.6986458333333334
llama,all,unconditional,base_pass_at_1,leave_out:42,2,800,1078.125,1600.0,0.673828125,,,0.64734375,0.6998457031249999
llama,all,unconditional,base_pass_at_1,leave_out:314159,2,800,1072.125,1600.0,0.670078125,,,0.643357421875,0.696015625
llama,all,unconditional,base_pass_at_1,leave_out:271828,2,800,1079.5,1600.0,0.6746875,,,0.6478105468750001,0.700859375
llama,all,unconditional,extended_pass_at_1,all_seeds,3,800,1639.375,2400.0,0.6830729166666667,,,0.6571341145833332,0.7080729166666667
llama,all,unconditional,extended_pass_at_1,leave_out:42,2,800,1095.25,1600.0,0.68453125,,,0.658515625,0.71
llama,all,unconditional,extended_pass_at_1,leave_out:314159,2,800,1088.625,1600.0,0.680390625,,,0.654140625,0.7059375
llama,all,unconditional,extended_pass_at_1,leave_out:271828,2,800,1094.875,1600.0,0.684296875,,,0.658125,0.70984375
llama,gsm8k,unconditional,base_plurality_accuracy,all_seeds,3,400,1125.0,1200.0,0.9375,0.9223590588153541,0.9498488156572529,0.9166666666666665,0.9566666666666667
llama,gsm8k,unconditional,base_plurality_accuracy,leave_out:42,2,400,750.0,800.0,0.9375,0.9185455662565782,0.9522729170634554,0.915,0.9575
llama,gsm8k,unconditional,base_plurality_accuracy,leave_out:314159,2,400,751.0,800.0,0.93875,0.919944761260124,0.9533617748693953,0.9175,0.95875
llama,gsm8k,unconditional,base_plurality_accuracy,leave_out:271828,2,400,749.0,800.0,0.93625,0.917148222748839,0.9511822077617087,0.91375,0.9575
llama,gsm8k,unconditional,extended_plurality_accuracy,all_seeds,3,400,1124.0,1200.0,0.9366666666666666,0.921444350587608,0.9491021755526701,0.915,0.9558333333333334
llama,gsm8k,unconditional,extended_plurality_accuracy,leave_out:42,2,400,749.0,800.0,0.93625,0.917148222748839,0.9511822077617087,0.91375,0.95625
llama,gsm8k,unconditional,extended_plurality_accuracy,leave_out:314159,2,400,750.0,800.0,0.9375,0.9185455662565782,0.9522729170634554,0.91625,0.9575
llama,gsm8k,unconditional,extended_plurality_accuracy,leave_out:271828,2,400,749.0,800.0,0.93625,0.917148222748839,0.9511822077617087,0.91375,0.9575
llama,gsm8k,unconditional,base_pass_at_1,all_seeds,3,400,1032.875,1200.0,0.8607291666666667,,,0.8375,0.8823958333333333
llama,gsm8k,unconditional,base_pass_at_1,leave_out:42,2,400,689.375,800.0,0.86171875,,,0.83828125,0.88375
llama,gsm8k,unconditional,base_pass_at_1,leave_out:314159,2,400,686.875,800.0,0.85859375,,,0.83515625,0.88078125
llama,gsm8k,unconditional,base_pass_at_1,leave_out:271828,2,400,689.5,800.0,0.861875,,,0.838125,0.8840625
llama,gsm8k,unconditional,extended_pass_at_1,all_seeds,3,400,1033.875,1200.0,0.8615625,,,0.8384375,0.883125
llama,gsm8k,unconditional,extended_pass_at_1,leave_out:42,2,400,690.125,800.0,0.86265625,,,0.839375,0.884375
llama,gsm8k,unconditional,extended_pass_at_1,leave_out:314159,2,400,687.375,800.0,0.85921875,,,0.83593359375,0.88125
llama,gsm8k,unconditional,extended_pass_at_1,leave_out:271828,2,400,690.25,800.0,0.8628125,,,0.83921875,0.8846875
llama,math,unconditional,base_plurality_accuracy,all_seeds,3,400,716.0,1200.0,0.5966666666666667,0.5686449001068568,0.6240715064432811,0.5525,0.6408541666666665
llama,math,unconditional,base_plurality_accuracy,leave_out:42,2,400,483.0,800.0,0.60375,0.5694381487258573,0.6370702344614649,0.55875,0.64875
llama,math,unconditional,base_plurality_accuracy,leave_out:314159,2,400,475.0,800.0,0.59375,0.559347335145243,0.6272566255661928,0.54875,0.63875
llama,math,unconditional,base_plurality_accuracy,leave_out:271828,2,400,474.0,800.0,0.5925,0.5580870075909802,0.6260289003109699,0.5475,0.6375
llama,math,unconditional,extended_plurality_accuracy,all_seeds,3,400,734.0,1200.0,0.6116666666666667,0.5837769564200789,0.6388437201119771,0.5675,0.6558333333333334
llama,math,unconditional,extended_plurality_accuracy,leave_out:42,2,400,494.0,800.0,0.6175,0.5833370535908218,0.6505399105008445,0.5725,0.6625
llama,math,unconditional,extended_plurality_accuracy,leave_out:314159,2,400,486.0,800.0,0.6075,0.5732259822879441,0.6407465593278358,0.5625,0.6525
llama,math,unconditional,extended_plurality_accuracy,leave_out:271828,2,400,488.0,800.0,0.61,0.5757523577050867,0.6431962895296646,0.565,0.655
llama,math,unconditional,base_pass_at_1,all_seeds,3,400,582.0,1200.0,0.485,,,0.4464583333333333,0.5235442708333333
llama,math,unconditional,base_pass_at_1,leave_out:42,2,400,388.75,800.0,0.4859375,,,0.44734375,0.525
llama,math,unconditional,base_pass_at_1,leave_out:314159,2,400,385.25,800.0,0.4815625,,,0.44328125,0.52078125
llama,math,unconditional,base_pass_at_1,leave_out:271828,2,400,390.0,800.0,0.4875,,,0.4484375,0.5267226562499999
llama,math,unconditional,extended_pass_at_1,all_seeds,3,400,605.5,1200.0,0.5045833333333334,,,0.46697916666666667,0.5426041666666667
llama,math,unconditional,extended_pass_at_1,leave_out:42,2,400,405.125,800.0,0.50640625,,,0.4684375,0.5451601562499999
llama,math,unconditional,extended_pass_at_1,leave_out:314159,2,400,401.25,800.0,0.5015625,,,0.46375,0.53984375
llama,math,unconditional,extended_pass_at_1,leave_out:271828,2,400,404.625,800.0,0.50578125,,,0.4675,0.544375
llama,all,strict_all_wrong,repair_plurality,all_seeds,3,800,0.0,95.0,0.0,0.0,0.03886485353947295,0.0,0.0
llama,all,strict_all_wrong,repair_plurality,leave_out:42,2,800,0.0,62.0,0.0,0.0,0.058344072101372456,0.0,0.0
llama,all,strict_all_wrong,repair_plurality,leave_out:314159,2,800,0.0,65.0,0.0,0.0,0.05580153132285686,0.0,0.0
llama,all,strict_all_wrong,repair_plurality,leave_out:271828,2,800,0.0,63.0,0.0,3.469446951953614e-18,0.05747119958885169,0.0,0.0
llama,all,strict_all_wrong,repair_any,all_seeds,3,800,0.0,95.0,0.0,0.0,0.03886485353947295,0.0,0.0
llama,all,strict_all_wrong,repair_any,leave_out:42,2,800,0.0,62.0,0.0,0.0,0.058344072101372456,0.0,0.0
llama,all,strict_all_wrong,repair_any,leave_out:314159,2,800,0.0,65.0,0.0,0.0,0.05580153132285686,0.0,0.0
llama,all,strict_all_wrong,repair_any,leave_out:271828,2,800,0.0,63.0,0.0,3.469446951953614e-18,0.05747119958885169,0.0,0.0
llama,all,strict_all_wrong,repair_tie_lower,all_seeds,3,800,0.0,95.0,0.0,0.0,0.03886485353947295,0.0,0.0
llama,all,strict_all_wrong,repair_tie_lower,leave_out:42,2,800,0.0,62.0,0.0,0.0,0.058344072101372456,0.0,0.0
llama,all,strict_all_wrong,repair_tie_lower,leave_out:314159,2,800,0.0,65.0,0.0,0.0,0.05580153132285686,0.0,0.0
llama,all,strict_all_wrong,repair_tie_lower,leave_out:271828,2,800,0.0,63.0,0.0,3.469446951953614e-18,0.05747119958885169,0.0,0.0
llama,all,strict_all_wrong,repair_tie_upper,all_seeds,3,800,0.0,95.0,0.0,0.0,0.03886485353947295,0.0,0.0
llama,all,strict_all_wrong,repair_tie_upper,leave_out:42,2,800,0.0,62.0,0.0,0.0,0.058344072101372456,0.0,0.0
llama,all,strict_all_wrong,repair_tie_upper,leave_out:314159,2,800,0.0,65.0,0.0,0.0,0.05580153132285686,0.0,0.0
llama,all,strict_all_wrong,repair_tie_upper,leave_out:271828,2,800,0.0,63.0,0.0,3.469446951953614e-18,0.05747119958885169,0.0,0.0
llama,all,plurality_wrong,repair_plurality,all_seeds,3,800,0.0,209.0,0.0,1.734723475976807e-18,0.01804845184758068,0.0,0.0
llama,all,plurality_wrong,repair_plurality,leave_out:42,2,800,0.0,133.0,0.0,0.0,0.02807233168807165,0.0,0.0
llama,all,plurality_wrong,repair_plurality,leave_out:314159,2,800,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,all,plurality_wrong,repair_plurality,leave_out:271828,2,800,0.0,144.0,0.0,0.0,0.025983637143036732,0.0,0.0
llama,all,plurality_wrong,repair_any,all_seeds,3,800,0.0,209.0,0.0,1.734723475976807e-18,0.01804845184758068,0.0,0.0
llama,all,plurality_wrong,repair_any,leave_out:42,2,800,0.0,133.0,0.0,0.0,0.02807233168807165,0.0,0.0
llama,all,plurality_wrong,repair_any,leave_out:314159,2,800,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,all,plurality_wrong,repair_any,leave_out:271828,2,800,0.0,144.0,0.0,0.0,0.025983637143036732,0.0,0.0
llama,all,plurality_wrong,repair_tie_lower,all_seeds,3,800,0.0,209.0,0.0,1.734723475976807e-18,0.01804845184758068,0.0,0.0
llama,all,plurality_wrong,repair_tie_lower,leave_out:42,2,800,0.0,133.0,0.0,0.0,0.02807233168807165,0.0,0.0
llama,all,plurality_wrong,repair_tie_lower,leave_out:314159,2,800,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,all,plurality_wrong,repair_tie_lower,leave_out:271828,2,800,0.0,144.0,0.0,0.0,0.025983637143036732,0.0,0.0
llama,all,plurality_wrong,repair_tie_upper,all_seeds,3,800,26.0,209.0,0.12440191387559808,0.08632665373343648,0.17603510196067915,0.0772449653350941,0.17857142857142858
llama,all,plurality_wrong,repair_tie_upper,leave_out:42,2,800,17.0,133.0,0.12781954887218044,0.08135784146642326,0.19517720242169018,0.07092198581560284,0.19230769230769232
llama,all,plurality_wrong,repair_tie_upper,leave_out:314159,2,800,18.0,141.0,0.1276595744680851,0.08229834283843823,0.19277109615427235,0.07228915662650602,0.1920593479368313
llama,all,plurality_wrong,repair_tie_upper,leave_out:271828,2,800,17.0,144.0,0.11805555555555555,0.07502830197176064,0.18093142084583685,0.06547619047619048,0.17763157894736842
llama,all,first_chain_wrong,repair_plurality,all_seeds,3,800,203.0,532.0,0.3815789473684211,0.3412886231027501,0.423567197726592,0.33214253481175865,0.43446069676485877
llama,all,first_chain_wrong,repair_plurality,leave_out:42,2,800,139.0,351.0,0.396011396011396,0.3462386140057443,0.4480357071442884,0.3402351680577487,0.45454545454545453
llama,all,first_chain_wrong,repair_plurality,leave_out:314159,2,800,144.0,362.0,0.39779005524861877,0.3486981613896774,0.44902842695670014,0.34196853969388363,0.45645645645645644
llama,all,first_chain_wrong,repair_plurality,leave_out:271828,2,800,123.0,351.0,0.3504273504273504,0.3023788267512199,0.40171437490293677,0.2961035333381702,0.40771411353797715
llama,all,first_chain_wrong,repair_any,all_seeds,3,800,328.0,532.0,0.6165413533834586,0.5745283900366609,0.6568833418455737,0.5602156495723818,0.6710526315789473
llama,all,first_chain_wrong,repair_any,leave_out:42,2,800,219.0,351.0,0.6239316239316239,0.5721718398376724,0.6730080787917406,0.5626558503836318,0.6822429906542056
llama,all,first_chain_wrong,repair_any,leave_out:314159,2,800,226.0,362.0,0.6243093922651933,0.573360085920308,0.6726481174422055,0.5661364258347017,0.6818181818181818
llama,all,first_chain_wrong,repair_any,leave_out:271828,2,800,211.0,351.0,0.6011396011396012,0.5490846922740708,0.6510046666074044,0.5395884073098397,0.6612477052189877
llama,all,first_chain_wrong,repair_tie_lower,all_seeds,3,800,184.0,532.0,0.3458646616541353,0.3066812401478261,0.38725808220147634,0.29650067849180967,0.39768339768339767
llama,all,first_chain_wrong,repair_tie_lower,leave_out:42,2,800,124.0,351.0,0.35327635327635326,0.30510606835578225,0.40462345326686666,0.29916897506925205,0.4101796407185629
llama,all,first_chain_wrong,repair_tie_lower,leave_out:314159,2,800,130.0,362.0,0.35911602209944754,0.3114134542356807,0.4097772486201371,0.3045822102425876,0.4155880636217715
llama,all,first_chain_wrong,repair_tie_lower,leave_out:271828,2,800,114.0,351.0,0.3247863247863248,0.27792141642372903,0.37544490551399745,0.270490071577003,0.3816182196663372
llama,all,first_chain_wrong,repair_tie_upper,all_seeds,3,800,234.0,532.0,0.4398496240601504,0.39825105317100923,0.4823106335994503,0.38800633185879085,0.49385308631649383
llama,all,first_chain_wrong,repair_tie_upper,leave_out:42,2,800,157.0,351.0,0.4472934472934473,0.39612708088283144,0.4996009997000619,0.38904879396786546,0.5072046109510087
llama,all,first_chain_wrong,repair_tie_upper,leave_out:314159,2,800,166.0,362.0,0.4585635359116022,0.4079374456500767,0.5100598198957519,0.40112955006845763,0.5176159732185558
llama,all,first_chain_wrong,repair_tie_upper,leave_out:271828,2,800,145.0,351.0,0.4131054131054131,0.3628054731970948,0.46528676776389144,0.3554806260299444,0.473687835290706
llama,gsm8k,strict_all_wrong,repair_plurality,all_seeds,3,400,0.0,22.0,0.0,0.0,0.14865487460862087,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_plurality,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_plurality,leave_out:314159,2,400,0.0,16.0,0.0,0.0,0.19360768053443644,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_plurality,leave_out:271828,2,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_any,all_seeds,3,400,0.0,22.0,0.0,0.0,0.14865487460862087,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_any,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_any,leave_out:314159,2,400,0.0,16.0,0.0,0.0,0.19360768053443644,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_any,leave_out:271828,2,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_lower,all_seeds,3,400,0.0,22.0,0.0,0.0,0.14865487460862087,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_lower,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_lower,leave_out:314159,2,400,0.0,16.0,0.0,0.0,0.19360768053443644,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_lower,leave_out:271828,2,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_upper,all_seeds,3,400,0.0,22.0,0.0,0.0,0.14865487460862087,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_upper,leave_out:42,2,400,0.0,13.0,0.0,0.0,0.2280953723541983,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_upper,leave_out:314159,2,400,0.0,16.0,0.0,0.0,0.19360768053443644,0.0,0.0
llama,gsm8k,strict_all_wrong,repair_tie_upper,leave_out:271828,2,400,0.0,15.0,0.0,0.0,0.20388330103584854,0.0,0.0
llama,gsm8k,plurality_wrong,repair_plurality,all_seeds,3,400,0.0,68.0,0.0,3.469446951953614e-18,0.05347133652007051,0.0,0.0
llama,gsm8k,plurality_wrong,repair_plurality,leave_out:42,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_plurality,leave_out:314159,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_plurality,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,gsm8k,plurality_wrong,repair_any,all_seeds,3,400,0.0,68.0,0.0,3.469446951953614e-18,0.05347133652007051,0.0,0.0
llama,gsm8k,plurality_wrong,repair_any,leave_out:42,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_any,leave_out:314159,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_any,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,gsm8k,plurality_wrong,repair_tie_lower,all_seeds,3,400,0.0,68.0,0.0,3.469446951953614e-18,0.05347133652007051,0.0,0.0
llama,gsm8k,plurality_wrong,repair_tie_lower,leave_out:42,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_tie_lower,leave_out:314159,2,400,0.0,44.0,0.0,0.0,0.08029560375848063,0.0,0.0
llama,gsm8k,plurality_wrong,repair_tie_lower,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,gsm8k,plurality_wrong,repair_tie_upper,all_seeds,3,400,12.0,68.0,0.17647058823529413,0.10393587249437693,0.2836044040774335,0.07352941176470588,0.30434782608695654
llama,gsm8k,plurality_wrong,repair_tie_upper,leave_out:42,2,400,9.0,44.0,0.20454545454545456,0.11153253070081295,0.3450057806110165,0.0847457627118644,0.35294117647058826
llama,gsm8k,plurality_wrong,repair_tie_upper,leave_out:314159,2,400,8.0,44.0,0.18181818181818182,0.09512805715627728,0.3196055088718467,0.06382978723404255,0.32558139534883723
llama,gsm8k,plurality_wrong,repair_tie_upper,leave_out:271828,2,400,7.0,48.0,0.14583333333333334,0.07248249326603709,0.2716717652474627,0.044444444444444446,0.2727272727272727
llama,gsm8k,first_chain_wrong,repair_plurality,all_seeds,3,400,89.0,145.0,0.6137931034482759,0.5325830136323352,0.6891294061562557,0.5106382978723404,0.7238805970149254
llama,gsm8k,first_chain_wrong,repair_plurality,leave_out:42,2,400,60.0,97.0,0.6185567010309279,0.5191274393745442,0.708953354665695,0.5104166666666666,0.7325610177296799
llama,gsm8k,first_chain_wrong,repair_plurality,leave_out:314159,2,400,63.0,98.0,0.6428571428571429,0.5442524878517956,0.7306846578277244,0.532608695652174,0.75454974271012
llama,gsm8k,first_chain_wrong,repair_plurality,leave_out:271828,2,400,55.0,95.0,0.5789473684210527,0.4784963648984185,0.6732618161216647,0.4596719703574542,0.7083333333333334
llama,gsm8k,first_chain_wrong,repair_any,all_seeds,3,400,121.0,145.0,0.8344827586206897,0.7655234237622384,0.8861767192527106,0.7414965986394558,0.9248131166065453
llama,gsm8k,first_chain_wrong,repair_any,leave_out:42,2,400,82.0,97.0,0.845360824742268,0.7604204906178779,0.9039887789776014,0.75,0.9361702127659575
llama,gsm8k,first_chain_wrong,repair_any,leave_out:314159,2,400,80.0,98.0,0.8163265306122449,0.7282500277598462,0.8805393662448048,0.7159061004784689,0.9117647058823529
llama,gsm8k,first_chain_wrong,repair_any,leave_out:271828,2,400,80.0,95.0,0.8421052631578947,0.7557039468613879,0.9019148375589726,0.7441860465116279,0.9347826086956522
llama,gsm8k,first_chain_wrong,repair_tie_lower,all_seeds,3,400,83.0,145.0,0.5724137931034483,0.4910437754718651,0.6500459462117838,0.46874553571428573,0.6846153846153846
llama,gsm8k,first_chain_wrong,repair_tie_lower,leave_out:42,2,400,55.0,97.0,0.5670103092783505,0.46771584556481216,0.6611993858492361,0.456787693205016,0.6814159292035398
llama,gsm8k,first_chain_wrong,repair_tie_lower,leave_out:314159,2,400,58.0,98.0,0.5918367346938775,0.4928537159343792,0.683891592002455,0.4777777777777778,0.7073170731707317
llama,gsm8k,first_chain_wrong,repair_tie_lower,leave_out:271828,2,400,53.0,95.0,0.5578947368421052,0.4577109695973124,0.6535783631507485,0.4375,0.686046511627907
llama,gsm8k,first_chain_wrong,repair_tie_upper,all_seeds,3,400,93.0,145.0,0.6413793103448275,0.5605961054218109,0.7148647797700747,0.5395659787959106,0.75
llama,gsm8k,first_chain_wrong,repair_tie_upper,leave_out:42,2,400,63.0,97.0,0.6494845360824743,0.5504910713012011,0.7370890603147527,0.5412844036697247,0.7596153846153846
llama,gsm8k,first_chain_wrong,repair_tie_upper,leave_out:314159,2,400,65.0,98.0,0.6632653061224489,0.5651152259128324,0.7490986548637616,0.5544554455445545,0.7752808988764045
llama,gsm8k,first_chain_wrong,repair_tie_upper,leave_out:271828,2,400,58.0,95.0,0.6105263157894737,0.5100024053334903,0.7024590480946263,0.49074074074074076,0.7341772151898734
llama,math,strict_all_wrong,repair_plurality,all_seeds,3,400,0.0,73.0,0.0,0.0,0.049992007955731096,0.0,0.0
llama,math,strict_all_wrong,repair_plurality,leave_out:42,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_plurality,leave_out:314159,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_plurality,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,math,strict_all_wrong,repair_any,all_seeds,3,400,0.0,73.0,0.0,0.0,0.049992007955731096,0.0,0.0
llama,math,strict_all_wrong,repair_any,leave_out:42,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_any,leave_out:314159,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_any,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,math,strict_all_wrong,repair_tie_lower,all_seeds,3,400,0.0,73.0,0.0,0.0,0.049992007955731096,0.0,0.0
llama,math,strict_all_wrong,repair_tie_lower,leave_out:42,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_tie_lower,leave_out:314159,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_tie_lower,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,math,strict_all_wrong,repair_tie_upper,all_seeds,3,400,0.0,73.0,0.0,0.0,0.049992007955731096,0.0,0.0
llama,math,strict_all_wrong,repair_tie_upper,leave_out:42,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_tie_upper,leave_out:314159,2,400,0.0,49.0,0.0,0.0,0.07269781922049635,0.0,0.0
llama,math,strict_all_wrong,repair_tie_upper,leave_out:271828,2,400,0.0,48.0,0.0,0.0,0.07410012966611745,0.0,0.0
llama,math,plurality_wrong,repair_plurality,all_seeds,3,400,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,math,plurality_wrong,repair_plurality,leave_out:42,2,400,0.0,89.0,0.0,0.0,0.0413765452362525,0.0,0.0
llama,math,plurality_wrong,repair_plurality,leave_out:314159,2,400,0.0,97.0,0.0,0.0,0.038094042525947676,0.0,0.0
llama,math,plurality_wrong,repair_plurality,leave_out:271828,2,400,0.0,96.0,0.0,0.0,0.038475587857675665,0.0,0.0
llama,math,plurality_wrong,repair_any,all_seeds,3,400,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,math,plurality_wrong,repair_any,leave_out:42,2,400,0.0,89.0,0.0,0.0,0.0413765452362525,0.0,0.0
llama,math,plurality_wrong,repair_any,leave_out:314159,2,400,0.0,97.0,0.0,0.0,0.038094042525947676,0.0,0.0
llama,math,plurality_wrong,repair_any,leave_out:271828,2,400,0.0,96.0,0.0,0.0,0.038475587857675665,0.0,0.0
llama,math,plurality_wrong,repair_tie_lower,all_seeds,3,400,0.0,141.0,0.0,0.0,0.026521818075925633,0.0,0.0
llama,math,plurality_wrong,repair_tie_lower,leave_out:42,2,400,0.0,89.0,0.0,0.0,0.0413765452362525,0.0,0.0
llama,math,plurality_wrong,repair_tie_lower,leave_out:314159,2,400,0.0,97.0,0.0,0.0,0.038094042525947676,0.0,0.0
llama,math,plurality_wrong,repair_tie_lower,leave_out:271828,2,400,0.0,96.0,0.0,0.0,0.038475587857675665,0.0,0.0
llama,math,plurality_wrong,repair_tie_upper,all_seeds,3,400,14.0,141.0,0.09929078014184398,0.060070077586104775,0.15976655675843138,0.05384615384615385,0.15447154471544716
llama,math,plurality_wrong,repair_tie_upper,leave_out:42,2,400,8.0,89.0,0.0898876404494382,0.04625242914595065,0.1674609169467059,0.03488372093023256,0.15714686998394858
llama,math,plurality_wrong,repair_tie_upper,leave_out:314159,2,400,10.0,97.0,0.10309278350515463,0.056967493385810426,0.17945767439251914,0.047607816711590305,0.16981132075471697
llama,math,plurality_wrong,repair_tie_upper,leave_out:271828,2,400,10.0,96.0,0.10416666666666667,0.057571532417443415,0.1812216413032165,0.047619047619047616,0.1717171717171717
llama,math,first_chain_wrong,repair_plurality,all_seeds,3,400,114.0,387.0,0.29457364341085274,0.25135469815607053,0.3418307318651999,0.24087591240875914,0.35185185185185186
llama,math,first_chain_wrong,repair_plurality,leave_out:42,2,400,79.0,254.0,0.3110236220472441,0.2572661120823292,0.37041207264761566,0.24904214559386972,0.37838107031334123
llama,math,first_chain_wrong,repair_plurality,leave_out:314159,2,400,81.0,264.0,0.3068181818181818,0.25428961685580703,0.36488808457583094,0.24497991967871485,0.3702290076335878
llama,math,first_chain_wrong,repair_plurality,leave_out:271828,2,400,68.0,256.0,0.265625,0.2152766909427579,0.32290324175686935,0.208955223880597,0.32510467927134595
llama,math,first_chain_wrong,repair_any,all_seeds,3,400,207.0,387.0,0.5348837209302325,0.48509058853175585,0.5839911308985943,0.4712035323911874,0.5989720485952528
llama,math,first_chain_wrong,repair_any,leave_out:42,2,400,137.0,254.0,0.5393700787401575,0.47794041362940853,0.5996266312185197,0.4684003105736201,0.611353711790393
llama,math,first_chain_wrong,repair_any,leave_out:314159,2,400,146.0,264.0,0.553030303030303,0.4927229689360742,0.6118164855728877,0.484251968503937,0.6219554344160952
